,year_month,date,datetime,payment,total,tip,meal_name,type
2413,2024-11,2024-11-26,2024-11-26 17:12:34.437,card,32.12,4.37,Roast Chicken,Meat Dish
2414,2024-11,2024-11-26,2024-11-26 19:47:24.665,card,37.21,7.15,Quinoa Salad,Vegetarian Dish
2415,2024-11,2024-11-28,2024-11-28 08:41:16.925,card,36.86,2.99,Pork Chops,Meat Dish
2416,2024-11,2024-11-28,2024-11-28 09:14:00.906,card,31.14,2.79,Roast Chicken,Meat Dish
2417,2024-11,2024-11-28,2024-11-28 20:24:42.030,card,31.41,1.47,Roast Chicken,Meat Dish
2418,2024-11,2024-11-28,2024-11-28 20:25:45.523,card,36.88,3.58,Grilled Steak,Meat Dish
2419,2024-11,2024-11-28,2024-11-28 20:54:59.668,card,39.07,5.26,Grilled Steak,Meat Dish
2420,2024-11,2024-11-28,2024-11-28 22:00:15.694,card,36.01,2.26,Pork Chops,Meat Dish
2421,2024-11,2024-11-29,2024-11-29 07:53:15.838,card,39.23,3.89,Quinoa Salad,Vegetarian Dish
2422,2024-11,2024-11-29,2024-11-29 07:57:42.151,card,36.77,2.23,Grilled Steak,Meat Dish
2423,2024-11,2024-11-29,2024-11-29 09:07:31.505,card,34.04,2.61,Roast Chicken,Meat Dish
2424,2024-11,2024-11-29,2024-11-29 09:08:30.245,card,32.6,1.76,Roast Chicken,Meat Dish
2425,2024-11,2024-11-29,2024-11-29 15:18:06.860,card,31.01,2.41,Roast Chicken,Meat Dish
2426,2024-11,2024-11-29,2024-11-29 15:19:20.348,card,38.88,3.91,Grilled Steak,Meat Dish
2427,2024-11,2024-11-29,2024-11-29 20:57:54.667,card,37.08,5.68,Quinoa Salad,Vegetarian Dish
2428,2024-11,2024-11-30,2024-11-30 12:58:12.142,card,37.27,3.17,Quinoa Salad,Vegetarian Dish
2429,2024-11,2024-11-30,2024-11-30 14:04:55.814,card,26.75,2.13,Grilled Salmon,Fish Dish
2430,2024-11,2024-11-30,2024-11-30 14:05:58.078,card,35.97,6.63,Vegetable Lasagna,Vegetarian Dish
2431,2024-11,2024-11-30,2024-11-30 14:16:52.019,card,36.14,5.42,Quinoa Salad,Vegetarian Dish
2432,2024-11,2024-11-30,2024-11-30 15:33:44.296,card,33.03,3.16,Roast Chicken,Meat Dish
2433,2024-11,2024-11-30,2024-11-30 22:03:48.484,card,31.22,2.61,Roast Chicken,Meat Dish
2434,2024-12,2024-12-01,2024-12-01 10:15:31.697,card,34.5,0.18,Roast Chicken,Meat Dish
2435,2024-12,2024-12-01,2024-12-01 10:16:31.924,card,31.7,2.85,Roast Chicken,Meat Dish
2436,2024-12,2024-12-01,2024-12-01 10:22:46.588,card,32.1,5.73,Roast Chicken,Meat Dish
2437,2024-12,2024-12-01,2024-12-01 14:34:22.870,card,32.74,1.71,Roast Chicken,Meat Dish
2438,2024-12,2024-12-01,2024-12-01 15:09:12.653,card,37.92,3.51,Quinoa Salad,Vegetarian Dish
2439,2024-12,2024-12-01,2024-12-01 15:09:56.961,card,37.74,3.48,Quinoa Salad,Vegetarian Dish
2440,2024-12,2024-12-01,2024-12-01 15:43:02.293,card,36.31,3.33,Pork Chops,Meat Dish
2441,2024-12,2024-12-01,2024-12-01 15:56:31.215,card,36.59,2.52,Grilled Steak,Meat Dish
2442,2024-12,2024-12-01,2024-12-01 15:57:49.366,card,38.4,7.52,Grilled Steak,Meat Dish
2443,2024-12,2024-12-01,2024-12-01 16:32:59.481,card,36.34,2.15,Grilled Steak,Meat Dish
2444,2024-12,2024-12-01,2024-12-01 16:34:30.047,card,36.3,3.69,Grilled Steak,Meat Dish
2445,2024-12,2024-12-01,2024-12-01 17:10:23.576,card,32.13,3.86,Roast Chicken,Meat Dish
2446,2024-12,2024-12-01,2024-12-01 17:11:32.019,card,31.15,4.55,Roast Chicken,Meat Dish
2447,2024-12,2024-12-01,2024-12-01 18:38:28.685,card,32.1,4.92,Roast Chicken,Meat Dish
2448,2024-12,2024-12-02,2024-12-02 07:50:36.572,card,37.4,5.5,Grilled Steak,Meat Dish
2449,2024-12,2024-12-02,2024-12-02 07:51:59.373,card,27.79,3.5,Grilled Salmon,Fish Dish
2450,2024-12,2024-12-02,2024-12-02 08:21:29.576,card,31.12,6.95,Roast Chicken,Meat Dish
2451,2024-12,2024-12-02,2024-12-02 08:53:14.454,card,37.51,4.47,Quinoa Salad,Vegetarian Dish
2452,2024-12,2024-12-02,2024-12-02 11:04:25.197,card,26.57,2.82,Beef Stir-Fry,Meat Dish
2453,2024-12,2024-12-02,2024-12-02 15:28:23.946,card,21.31,2.57,Tuna Steak,Fish Dish
2454,2024-12,2024-12-02,2024-12-02 16:12:23.920,card,35.86,4.58,Pork Chops,Meat Dish
2455,2024-12,2024-12-02,2024-12-02 17:34:21.695,card,26.12,2.14,Grilled Salmon,Fish Dish
2456,2024-12,2024-12-02,2024-12-02 18:00:32.300,card,38.29,3.17,Pork Chops,Meat Dish
2457,2024-12,2024-12-03,2024-12-03 08:11:19.139,card,38.28,4.32,Grilled Steak,Meat Dish
2458,2024-12,2024-12-03,2024-12-03 09:23:30.556,card,32.83,2.19,Roast Chicken,Meat Dish
2459,2024-12,2024-12-03,2024-12-03 09:24:27.071,card,32.68,1.6,Roast Chicken,Meat Dish
2460,2024-12,2024-12-03,2024-12-03 11:17:58.416,card,26.33,4.45,Grilled Salmon,Fish Dish
2461,2024-12,2024-12-03,2024-12-03 11:42:07.580,card,32.18,2.49,Roast Chicken,Meat Dish
2462,2024-12,2024-12-03,2024-12-03 11:43:15.634,card,31.62,3.13,Roast Chicken,Meat Dish
2463,2024-12,2024-12-03,2024-12-03 11:45:54.433,card,34.28,5.31,Roast Chicken,Meat Dish
2464,2024-12,2024-12-03,2024-12-03 20:50:55.752,card,37.14,3.65,Quinoa Salad,Vegetarian Dish
2465,2024-12,2024-12-03,2024-12-03 21:33:16.867,card,39.42,3.37,Grilled Steak,Meat Dish
2466,2024-12,2024-12-03,2024-12-03 21:34:13.125,card,37.92,2.92,Pork Chops,Meat Dish
2467,2024-12,2024-12-03,2024-12-03 21:35:18.853,card,37.58,7.41,Vegetable Lasagna,Vegetarian Dish
2468,2024-12,2024-12-03,2024-12-03 22:19:13.773,card,31.47,4.84,Roast Chicken,Meat Dish
2469,2024-12,2024-12-03,2024-12-03 22:21:42.084,card,38.54,2.95,Pork Chops,Meat Dish
2470,2024-12,2024-12-04,2024-12-04 08:32:47.920,card,26.14,0.63,Beef Stir-Fry,Meat Dish
2471,2024-12,2024-12-04,2024-12-04 08:50:30.264,card,37.83,6.19,Grilled Steak,Meat Dish
2472,2024-12,2024-12-04,2024-12-04 08:52:15.008,card,38.15,2.59,Grilled Steak,Meat Dish
2473,2024-12,2024-12-04,2024-12-04 09:04:14.145,card,26.07,2.92,Grilled Salmon,Fish Dish
2474,2024-12,2024-12-04,2024-12-04 10:23:01.388,card,32.41,1.99,Roast Chicken,Meat Dish
2475,2024-12,2024-12-04,2024-12-04 10:24:07.990,card,32.85,4.61,Roast Chicken,Meat Dish
2476,2024-12,2024-12-04,2024-12-04 10:26:57.751,card,31.28,0.35,Roast Chicken,Meat Dish
2477,2024-12,2024-12-04,2024-12-04 10:29:47.597,card,37.77,1.8,Vegetable Lasagna,Vegetarian Dish
2478,2024-12,2024-12-04,2024-12-04 11:45:57.723,card,32.03,1.74,Roast Chicken,Meat Dish
2479,2024-12,2024-12-04,2024-12-04 14:33:54.707,card,36.08,2.73,Vegetable Lasagna,Vegetarian Dish
2480,2024-12,2024-12-05,2024-12-05 08:53:48.287,card,26.61,4.86,Grilled Salmon,Fish Dish
2481,2024-12,2024-12-05,2024-12-05 09:20:28.835,card,26.44,1.58,Beef Stir-Fry,Meat Dish
2482,2024-12,2024-12-05,2024-12-05 10:02:51.253,card,32.39,4.44,Roast Chicken,Meat Dish
2483,2024-12,2024-12-05,2024-12-05 10:05:05.538,card,31.42,3.45,Roast Chicken,Meat Dish
2484,2024-12,2024-12-05,2024-12-05 11:31:58.259,card,37.76,7.55,Grilled Steak,Meat Dish
2485,2024-12,2024-12-05,2024-12-05 11:50:44.557,card,28.27,1.46,Grilled Salmon,Fish Dish
2486,2024-12,2024-12-05,2024-12-05 14:30:58.342,card,36.01,2.15,Pork Chops,Meat Dish
2487,2024-12,2024-12-05,2024-12-05 15:21:19.466,card,36.75,4.45,Grilled Steak,Meat Dish
2488,2024-12,2024-12-05,2024-12-05 16:02:10.015,card,37.05,1.98,Grilled Steak,Meat Dish
2489,2024-12,2024-12-06,2024-12-06 11:42:18.498,card,36.18,5.63,Grilled Steak,Meat Dish
2490,2024-12,2024-12-06,2024-12-06 16:31:58.025,card,38.53,3.99,Vegetable Lasagna,Vegetarian Dish
2491,2024-12,2024-12-06,2024-12-06 22:30:33.276,card,39.28,3.77,Grilled Steak,Meat Dish
2492,2024-12,2024-12-06,2024-12-06 22:31:30.002,card,37.7,1.37,Vegetable Lasagna,Vegetarian Dish
2493,2024-12,2024-12-07,2024-12-07 11:17:10.143,card,32.15,3.02,Roast Chicken,Meat Dish
2494,2024-12,2024-12-07,2024-12-07 14:16:42.893,card,27.88,3.17,Grilled Salmon,Fish Dish
2495,2024-12,2024-12-07,2024-12-07 15:44:04.861,card,36.64,2.8,Grilled Steak,Meat Dish
2496,2024-12,2024-12-07,2024-12-07 19:11:13.492,card,37.52,5.17,Pork Chops,Meat Dish
2497,2024-12,2024-12-07,2024-12-07 22:00:09.994,card,31.35,6.47,Roast Chicken,Meat Dish
2498,2024-12,2024-12-07,2024-12-07 22:28:17.088,card,26.27,2.73,Grilled Salmon,Fish Dish
2499,2024-12,2024-12-08,2024-12-08 08:29:25.273,card,26.6,2.62,Beef Stir-Fry,Meat Dish
2500,2024-12,2024-12-08,2024-12-08 10:42:38.160,card,36.48,2.46,Grilled Steak,Meat Dish
2501,2024-12,2024-12-08,2024-12-08 10:43:42.726,card,35.97,6.98,Pork Chops,Meat Dish
2502,2024-12,2024-12-08,2024-12-08 12:51:40.875,card,26.36,4.01,Beef Stir-Fry,Meat Dish
2503,2024-12,2024-12-08,2024-12-08 13:02:36.202,card,30.98,2.65,Roast Chicken,Meat Dish
2504,2024-12,2024-12-08,2024-12-08 13:03:38.720,card,32.03,5.41,Roast Chicken,Meat Dish
2505,2024-12,2024-12-08,2024-12-08 17:26:29.292,card,36.03,2.75,Pork Chops,Meat Dish
2506,2024-12,2024-12-08,2024-12-08 18:41:48.753,card,21.24,1.32,Tuna Steak,Fish Dish
2507,2024-12,2024-12-08,2024-12-08 20:47:18.935,card,37.1,7.18,Pork Chops,Meat Dish
2508,2024-12,2024-12-08,2024-12-08 21:28:30.079,card,31.63,1.96,Roast Chicken,Meat Dish
2509,2024-12,2024-12-08,2024-12-08 21:41:23.523,card,32.05,3.89,Roast Chicken,Meat Dish
2510,2024-12,2024-12-09,2024-12-09 08:32:40.810,card,37.04,5.14,Pork Chops,Meat Dish
2511,2024-12,2024-12-09,2024-12-09 09:12:25.172,card,27.15,1.9,Grilled Salmon,Fish Dish
2512,2024-12,2024-12-09,2024-12-09 09:33:57.417,card,31.38,0.47,Roast Chicken,Meat Dish
2513,2024-12,2024-12-09,2024-12-09 13:00:54.913,card,26.79,1.84,Beef Stir-Fry,Meat Dish
2514,2024-12,2024-12-09,2024-12-09 21:21:51.269,card,36.45,0.74,Quinoa Salad,Vegetarian Dish
2515,2024-12,2024-12-10,2024-12-10 12:25:49.755,card,29.49,5.07,Beef Stir-Fry,Meat Dish
2516,2024-12,2024-12-10,2024-12-10 18:21:57.841,card,37.2,2.05,Vegetable Lasagna,Vegetarian Dish
2517,2024-12,2024-12-11,2024-12-11 07:49:45.989,card,37.52,2.54,Grilled Steak,Meat Dish
2518,2024-12,2024-12-11,2024-12-11 10:45:47.919,card,26.35,0.79,Beef Stir-Fry,Meat Dish
2519,2024-12,2024-12-11,2024-12-11 12:13:06.273,card,37.09,3.96,Vegetable Lasagna,Vegetarian Dish
2520,2024-12,2024-12-11,2024-12-11 12:56:47.765,card,22.07,0.79,Tuna Steak,Fish Dish
2521,2024-12,2024-12-11,2024-12-11 17:59:25.455,card,36.77,2.83,Quinoa Salad,Vegetarian Dish
2522,2024-12,2024-12-11,2024-12-11 21:01:07.579,card,36.24,4.14,Grilled Steak,Meat Dish
2523,2024-12,2024-12-11,2024-12-11 21:18:17.192,card,36.08,2.08,Grilled Steak,Meat Dish
2524,2024-12,2024-12-12,2024-12-12 07:58:31.186,card,32.98,3.45,Roast Chicken,Meat Dish
2525,2024-12,2024-12-12,2024-12-12 12:49:23.672,card,26.23,0.22,Grilled Salmon,Fish Dish
2526,2024-12,2024-12-12,2024-12-12 16:55:02.108,card,23.09,1.73,Tuna Steak,Fish Dish
2527,2024-12,2024-12-12,2024-12-12 16:55:49.129,card,22.61,2.51,Tuna Steak,Fish Dish
2528,2024-12,2024-12-12,2024-12-12 16:57:01.116,card,26.09,3.73,Grilled Salmon,Fish Dish
2529,2024-12,2024-12-12,2024-12-12 19:50:00.934,card,37.83,0.69,Quinoa Salad,Vegetarian Dish
2530,2024-12,2024-12-12,2024-12-12 19:50:57.734,card,37.09,2.44,Quinoa Salad,Vegetarian Dish
2531,2024-12,2024-12-13,2024-12-13 12:27:25.453,card,26.78,5.22,Grilled Salmon,Fish Dish
2532,2024-12,2024-12-13,2024-12-13 12:53:05.572,card,27.57,3.13,Grilled Salmon,Fish Dish
2533,2024-12,2024-12-13,2024-12-13 12:54:40.166,card,39.97,5.83,Vegetable Lasagna,Vegetarian Dish
2534,2024-12,2024-12-13,2024-12-13 14:01:58.063,card,39.71,3.25,Vegetable Lasagna,Vegetarian Dish
2535,2024-12,2024-12-13,2024-12-13 16:23:23.898,card,36.01,4.62,Quinoa Salad,Vegetarian Dish
2536,2024-12,2024-12-13,2024-12-13 19:19:03.811,card,36.37,5.25,Pork Chops,Meat Dish
2537,2024-12,2024-12-13,2024-12-13 19:20:10.119,card,36.16,3.63,Pork Chops,Meat Dish
2538,2024-12,2024-12-13,2024-12-13 21:35:41.955,card,37.07,1.99,Grilled Steak,Meat Dish
2539,2024-12,2024-12-14,2024-12-14 08:27:32.054,card,32.58,4.38,Roast Chicken,Meat Dish
2540,2024-12,2024-12-14,2024-12-14 09:03:05.572,card,36.31,3.8,Quinoa Salad,Vegetarian Dish
2541,2024-12,2024-12-14,2024-12-14 11:41:57.820,card,36.33,2.3,Pork Chops,Meat Dish
2542,2024-12,2024-12-14,2024-12-14 13:19:07.033,card,26.87,1.5,Grilled Salmon,Fish Dish
2543,2024-12,2024-12-14,2024-12-14 13:20:08.603,card,36.04,2.56,Grilled Steak,Meat Dish
2544,2024-12,2024-12-14,2024-12-14 16:10:29.983,card,36.51,3.91,Quinoa Salad,Vegetarian Dish
2545,2024-12,2024-12-14,2024-12-14 16:29:58.935,card,28.24,4.18,Grilled Salmon,Fish Dish
2546,2024-12,2024-12-14,2024-12-14 16:30:49.780,card,26.88,3.32,Grilled Salmon,Fish Dish
2547,2024-12,2024-12-14,2024-12-14 17:00:15.899,card,26.9,0.06,Grilled Salmon,Fish Dish
2548,2024-12,2024-12-14,2024-12-14 17:01:29.185,card,26.14,3.87,Grilled Salmon,Fish Dish
2549,2024-12,2024-12-14,2024-12-14 18:23:44.156,card,30.97,3.34,Roast Chicken,Meat Dish
2550,2024-12,2024-12-15,2024-12-15 11:09:24.807,card,38.72,5.49,Grilled Steak,Meat Dish
2551,2024-12,2024-12-15,2024-12-15 11:10:25.693,card,36.56,5.84,Quinoa Salad,Vegetarian Dish
2552,2024-12,2024-12-15,2024-12-15 17:58:05.386,card,36.14,4.56,Vegetable Lasagna,Vegetarian Dish
2553,2024-12,2024-12-16,2024-12-16 07:52:18.379,card,36.43,3.42,Grilled Steak,Meat Dish
2554,2024-12,2024-12-16,2024-12-16 08:03:31.099,card,36.41,6.71,Vegetable Lasagna,Vegetarian Dish
2555,2024-12,2024-12-16,2024-12-16 08:46:53.826,card,37.18,6.53,Quinoa Salad,Vegetarian Dish
2556,2024-12,2024-12-16,2024-12-16 12:19:08.131,card,30.94,4.06,Roast Chicken,Meat Dish
2557,2024-12,2024-12-16,2024-12-16 13:08:52.577,card,39.38,7.32,Grilled Steak,Meat Dish
2558,2024-12,2024-12-16,2024-12-16 14:13:18.149,card,36.41,4.15,Vegetable Lasagna,Vegetarian Dish
2559,2024-12,2024-12-16,2024-12-16 18:23:07.045,card,38.73,1.93,Grilled Steak,Meat Dish
2560,2024-12,2024-12-16,2024-12-16 18:24:01.414,card,31.92,1.65,Roast Chicken,Meat Dish
2561,2024-12,2024-12-17,2024-12-17 08:48:18.158,card,26.49,0.07,Beef Stir-Fry,Meat Dish
2562,2024-12,2024-12-17,2024-12-17 08:52:32.631,card,36.41,3.09,Pork Chops,Meat Dish
2563,2024-12,2024-12-17,2024-12-17 10:49:05.535,card,33.51,4.53,Roast Chicken,Meat Dish
2564,2024-12,2024-12-17,2024-12-17 16:22:35.059,card,28.09,0.48,Grilled Salmon,Fish Dish
2565,2024-12,2024-12-17,2024-12-17 16:23:36.605,card,37.76,3.46,Quinoa Salad,Vegetarian Dish
2566,2024-12,2024-12-17,2024-12-17 17:14:22.065,card,37.77,4.01,Pork Chops,Meat Dish
2567,2024-12,2024-12-17,2024-12-17 18:54:57.302,card,37.99,3.66,Quinoa Salad,Vegetarian Dish
2568,2024-12,2024-12-18,2024-12-18 09:30:28.285,card,38.12,4.82,Grilled Steak,Meat Dish
2569,2024-12,2024-12-18,2024-12-18 10:01:21.491,card,31.68,6.26,Roast Chicken,Meat Dish
2570,2024-12,2024-12-18,2024-12-18 10:03:02.068,card,38.07,3.87,Grilled Steak,Meat Dish
2571,2024-12,2024-12-18,2024-12-18 10:04:03.380,card,36.52,4.75,Pork Chops,Meat Dish
2572,2024-12,2024-12-19,2024-12-19 10:12:11.185,card,36.34,5.65,Vegetable Lasagna,Vegetarian Dish
2573,2024-12,2024-12-19,2024-12-19 11:25:43.942,card,31.74,3.58,Roast Chicken,Meat Dish
2574,2024-12,2024-12-19,2024-12-19 12:10:52.329,card,22.27,2.32,Tuna Steak,Fish Dish
2575,2024-12,2024-12-19,2024-12-19 13:38:56.787,card,35.87,2.32,Vegetable Lasagna,Vegetarian Dish
2576,2024-12,2024-12-19,2024-12-19 19:00:56.263,card,37.75,4.84,Pork Chops,Meat Dish
2577,2024-12,2024-12-19,2024-12-19 19:10:40.561,card,36.63,2.21,Pork Chops,Meat Dish
2578,2024-12,2024-12-19,2024-12-19 19:48:18.022,card,32.26,4.37,Roast Chicken,Meat Dish
2579,2024-12,2024-12-19,2024-12-19 19:49:42.574,card,38.57,4.22,Vegetable Lasagna,Vegetarian Dish
2580,2024-12,2024-12-19,2024-12-19 21:08:11.811,card,37.61,6.6,Grilled Steak,Meat Dish
2581,2024-12,2024-12-19,2024-12-19 21:09:15.719,card,36.72,2.96,Pork Chops,Meat Dish
2582,2024-12,2024-12-20,2024-12-20 08:14:51.955,card,27.68,3.65,Beef Stir-Fry,Meat Dish
2583,2024-12,2024-12-20,2024-12-20 09:39:29.862,card,32.88,0.96,Roast Chicken,Meat Dish
2584,2024-12,2024-12-20,2024-12-20 10:12:42.831,card,36.55,2.59,Pork Chops,Meat Dish
2585,2024-12,2024-12-20,2024-12-20 10:55:29.127,card,27.15,2.99,Beef Stir-Fry,Meat Dish
2586,2024-12,2024-12-20,2024-12-20 12:21:17.233,card,21.91,2.86,Tuna Steak,Fish Dish
2587,2024-12,2024-12-20,2024-12-20 12:22:49.372,card,31.22,0.99,Roast Chicken,Meat Dish
2588,2024-12,2024-12-20,2024-12-20 14:58:20.349,card,26.14,3.59,Beef Stir-Fry,Meat Dish
2589,2024-12,2024-12-20,2024-12-20 18:28:22.151,card,36.73,7.12,Pork Chops,Meat Dish
2590,2024-12,2024-12-20,2024-12-20 18:57:13.326,card,38.68,5.59,Pork Chops,Meat Dish
2591,2024-12,2024-12-21,2024-12-21 10:19:23.875,card,35.95,3.33,Pork Chops,Meat Dish
2592,2024-12,2024-12-21,2024-12-21 10:20:41.106,card,36.85,4.78,Grilled Steak,Meat Dish
2593,2024-12,2024-12-21,2024-12-21 10:32:02.796,card,28.17,3.96,Grilled Salmon,Fish Dish
2594,2024-12,2024-12-21,2024-12-21 15:33:03.629,card,38.1,5.09,Vegetable Lasagna,Vegetarian Dish
2595,2024-12,2024-12-21,2024-12-21 15:33:49.614,card,36.25,5.02,Grilled Steak,Meat Dish
2596,2024-12,2024-12-21,2024-12-21 15:35:29.373,card,32.84,4.24,Roast Chicken,Meat Dish
2597,2024-12,2024-12-21,2024-12-21 15:58:07.022,card,37.17,4.02,Grilled Steak,Meat Dish
2598,2024-12,2024-12-21,2024-12-21 17:47:27.852,card,36.27,5.58,Quinoa Salad,Vegetarian Dish
2599,2024-12,2024-12-21,2024-12-21 18:02:36.869,card,36.31,4.02,Vegetable Lasagna,Vegetarian Dish
2600,2024-12,2024-12-21,2024-12-21 18:08:17.169,card,27.44,3.07,Beef Stir-Fry,Meat Dish
2601,2024-12,2024-12-21,2024-12-21 19:48:13.454,card,33.05,4.93,Roast Chicken,Meat Dish
2602,2024-12,2024-12-21,2024-12-21 19:49:45.769,card,26.26,2.73,Beef Stir-Fry,Meat Dish
2603,2024-12,2024-12-21,2024-12-21 21:49:47.313,card,26.79,5.17,Beef Stir-Fry,Meat Dish
2604,2024-12,2024-12-21,2024-12-21 21:58:48.754,card,36.5,4.42,Grilled Steak,Meat Dish
2605,2024-12,2024-12-21,2024-12-21 22:16:14.139,card,26.54,1.98,Beef Stir-Fry,Meat Dish
2606,2024-12,2024-12-22,2024-12-22 10:42:56.126,card,37.94,6.57,Pork Chops,Meat Dish
2607,2024-12,2024-12-22,2024-12-22 18:55:44.510,card,38.98,7.57,Pork Chops,Meat Dish
2608,2024-12,2024-12-22,2024-12-22 19:35:45.848,card,35.9,3.32,Vegetable Lasagna,Vegetarian Dish
2609,2024-12,2024-12-22,2024-12-22 19:36:29.863,card,38.96,4.56,Vegetable Lasagna,Vegetarian Dish
2610,2024-12,2024-12-22,2024-12-22 20:26:36.732,card,38.59,0.81,Vegetable Lasagna,Vegetarian Dish
2611,2024-12,2024-12-22,2024-12-22 21:55:18.754,card,37.58,6.01,Quinoa Salad,Vegetarian Dish
2612,2024-12,2024-12-22,2024-12-22 21:56:56.296,card,27.82,3.4,Beef Stir-Fry,Meat Dish
2613,2024-12,2024-12-23,2024-12-23 09:03:21.025,card,28.69,1.68,Beef Stir-Fry,Meat Dish
2614,2024-12,2024-12-23,2024-12-23 09:22:17.895,card,33.38,2.32,Roast Chicken,Meat Dish
2615,2024-12,2024-12-23,2024-12-23 10:42:03.416,card,31.27,5.75,Roast Chicken,Meat Dish
2616,2024-12,2024-12-23,2024-12-23 11:35:54.428,card,37.03,2.02,Pork Chops,Meat Dish
2617,2024-12,2024-12-23,2024-12-23 14:05:31.735,card,36.52,4.07,Grilled Steak,Meat Dish
2618,2024-12,2024-12-23,2024-12-23 15:00:23.679,card,31.15,4.62,Roast Chicken,Meat Dish
2619,2024-12,2024-12-23,2024-12-23 16:14:50.443,card,37.61,2.58,Grilled Steak,Meat Dish
2620,2024-12,2024-12-23,2024-12-23 17:21:20.495,card,27.09,2.81,Beef Stir-Fry,Meat Dish
2621,2024-12,2024-12-23,2024-12-23 17:22:40.297,card,38.24,2.88,Grilled Steak,Meat Dish
2622,2024-12,2024-12-23,2024-12-23 20:46:07.226,card,26.12,1.95,Beef Stir-Fry,Meat Dish
2623,2024-12,2024-12-24,2024-12-24 15:10:43.421,card,31.47,3.77,Roast Chicken,Meat Dish
2624,2024-12,2024-12-24,2024-12-24 16:08:38.130,card,39.75,7.01,Vegetable Lasagna,Vegetarian Dish
2625,2024-12,2024-12-24,2024-12-24 17:55:28.559,card,26.27,2.58,Beef Stir-Fry,Meat Dish
2626,2024-12,2024-12-24,2024-12-24 19:10:36.272,card,37.36,1.93,Vegetable Lasagna,Vegetarian Dish
2627,2024-12,2024-12-24,2024-12-24 19:11:36.864,card,36.35,2.81,Grilled Steak,Meat Dish
2628,2024-12,2024-12-24,2024-12-24 19:12:34.982,card,23.01,1.48,Tuna Steak,Fish Dish
2629,2024-12,2024-12-24,2024-12-24 19:36:02.332,card,36.73,4.5,Pork Chops,Meat Dish
2630,2024-12,2024-12-25,2024-12-25 10:43:56.819,card,37.96,2.89,Grilled Steak,Meat Dish
2631,2024-12,2024-12-25,2024-12-25 10:45:02.380,card,38.95,3.97,Grilled Steak,Meat Dish
2632,2024-12,2024-12-25,2024-12-25 12:35:03.285,card,31.42,2.84,Roast Chicken,Meat Dish
2633,2024-12,2024-12-25,2024-12-25 12:36:00.079,card,26.95,2.84,Grilled Salmon,Fish Dish
2634,2024-12,2024-12-25,2024-12-25 13:17:11.399,card,32.49,2.67,Roast Chicken,Meat Dish
2635,2024-12,2024-12-25,2024-12-25 13:32:47.545,card,27.87,2.44,Grilled Salmon,Fish Dish
2636,2024-12,2024-12-25,2024-12-25 20:02:40.331,card,37.35,5.13,Pork Chops,Meat Dish
2637,2024-12,2024-12-25,2024-12-25 21:18:49.844,card,36.82,4.8,Quinoa Salad,Vegetarian Dish
2638,2024-12,2024-12-25,2024-12-25 21:19:42.093,card,38.32,3.44,Quinoa Salad,Vegetarian Dish
2639,2024-12,2024-12-25,2024-12-25 21:57:30.270,card,36.0,2.37,Grilled Steak,Meat Dish
2640,2024-12,2024-12-25,2024-12-25 22:51:02.901,card,36.32,5.44,Pork Chops,Meat Dish
2641,2024-12,2024-12-25,2024-12-25 22:53:06.426,card,32.2,4.06,Roast Chicken,Meat Dish
2642,2024-12,2024-12-26,2024-12-26 13:12:37.940,card,35.96,4.02,Pork Chops,Meat Dish
2643,2024-12,2024-12-26,2024-12-26 15:04:34.471,card,21.41,2.95,Tuna Steak,Fish Dish
2644,2024-12,2024-12-27,2024-12-27 07:50:20.711,card,26.55,2.57,Grilled Salmon,Fish Dish
2645,2024-12,2024-12-27,2024-12-27 08:57:38.912,card,26.95,3.71,Beef Stir-Fry,Meat Dish
2646,2024-12,2024-12-27,2024-12-27 09:09:55.226,card,27.2,3.77,Beef Stir-Fry,Meat Dish
2647,2024-12,2024-12-27,2024-12-27 10:12:53.425,card,32.59,2.02,Roast Chicken,Meat Dish
2648,2024-12,2024-12-27,2024-12-27 17:12:04.641,card,37.09,7.76,Grilled Steak,Meat Dish
2649,2024-12,2024-12-27,2024-12-27 19:47:27.855,card,26.7,2.08,Grilled Salmon,Fish Dish
2650,2024-12,2024-12-27,2024-12-27 19:48:21.643,card,31.75,4.89,Roast Chicken,Meat Dish
2651,2024-12,2024-12-27,2024-12-27 22:54:32.893,card,37.41,2.65,Quinoa Salad,Vegetarian Dish
2652,2024-12,2024-12-28,2024-12-28 09:00:23.465,card,26.54,3.43,Beef Stir-Fry,Meat Dish
2653,2024-12,2024-12-28,2024-12-28 09:50:37.949,card,29.38,2.86,Beef Stir-Fry,Meat Dish
2654,2024-12,2024-12-28,2024-12-28 10:18:44.226,card,31.93,1.13,Roast Chicken,Meat Dish
2655,2024-12,2024-12-28,2024-12-28 10:52:03.125,card,37.67,2.07,Grilled Steak,Meat Dish
2656,2024-12,2024-12-28,2024-12-28 14:10:01.286,card,37.79,5.87,Pork Chops,Meat Dish
2657,2024-12,2024-12-28,2024-12-28 14:13:17.359,card,36.08,1.81,Vegetable Lasagna,Vegetarian Dish
2658,2024-12,2024-12-28,2024-12-28 17:23:40.272,card,37.66,2.81,Grilled Steak,Meat Dish
2659,2024-12,2024-12-28,2024-12-28 22:11:01.821,card,37.67,2.21,Pork Chops,Meat Dish
2660,2024-12,2024-12-29,2024-12-29 13:46:16.437,card,27.01,3.29,Beef Stir-Fry,Meat Dish
